id,family,subfamily,file,line,symbol_or_selector,property_or_usage,raw_value,current_token_or_formula,classification,closure_state,recommended_action,proof_needed,notes
GVT-0253,opacity-translucency-disabled,css-effect,src/main/resources/qupath/ext/astra/launcher.css,523,.astra-button-toggle-active,-fx-effect,"innershadow(gaussian, rgba(0, 0, 0, 0.18), 4, 0.2, 0, 1)","innershadow(gaussian, rgba(0, 0, 0, 0.18), 4, 0.2, 0, 1)",generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0254,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,531,.astra-section-shell,-fx-background-color,#ffffff,#ffffff,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0255,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,532,.astra-section-shell,-fx-border-color,#cfdce1,#cfdce1,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0256,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,533,.astra-section-shell,-fx-border-radius,8,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0257,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,534,.astra-section-shell,-fx-background-radius,8,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0258,opacity-translucency-disabled,css-effect,src/main/resources/qupath/ext/astra/launcher.css,535,.astra-section-shell,-fx-effect,"dropshadow(gaussian, rgba(23, 36, 49, 0.05), 9, 0.14, 0, 1)","dropshadow(gaussian, rgba(23, 36, 49, 0.05), 9, 0.14, 0, 1)",generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0259,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,539,.astra-section-content,-fx-background-color,"linear-gradient(to bottom, #f8fbfc, #ffffff)","linear-gradient(to bottom, #f8fbfc, #ffffff)",generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0260,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,540,.astra-section-content,-fx-border-color,#bed3da,#bed3da,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0261,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,541,.astra-section-content,-fx-border-radius,0 0 6 6,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0262,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,542,.astra-section-content,-fx-background-radius,0 0 6 6,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0263,opacity-translucency-disabled,css-effect,src/main/resources/qupath/ext/astra/launcher.css,543,.astra-section-content,-fx-effect,"innershadow(gaussian, rgba(13, 79, 85, 0.045), 7, 0.14, 0, 1)","innershadow(gaussian, rgba(13, 79, 85, 0.045), 7, 0.14, 0, 1)",generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0264,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,547,.astra-section-content-focused,-fx-border-radius,6,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0265,bevels-radii-arcs-tab-curvature,css-radius-arc,src/main/resources/qupath/ext/astra/launcher.css,548,.astra-section-content-focused,-fx-background-radius,6,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0266,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,552,.astra-section-title,-fx-font-size,18px,18px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0267,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,554,.astra-section-title,-fx-text-fill,#172431,#172431,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0268,typography-text-ink,css-font,src/main/resources/qupath/ext/astra/launcher.css,558,.astra-section-subtitle,-fx-font-size,12.5px,12.5px,generated-css-token,closed-generated,Keep renderer-safe concrete CSS synchronized with LauncherTypographyTokens; staleness tests must fail on drift.,Generated-token staleness test plus text-contract sweep alpha proof for affected rendered text surfaces.,"Typography pass 4 routes CSS font stack, size, and weight through LauncherTypographyTokens and launcher.tokens.css while keeping JavaFX-safe concrete CSS values."
GVT-0269,colors-theme-semantic-roles,css-color-border-fill,src/main/resources/qupath/ext/astra/launcher.css,560,.astra-section-subtitle,-fx-text-fill,#5f7080,#5f7080,generated-css-token,closed-generated,Keep launcher theme/state values routed through LauncherThemeTokens and generated launcher.tokens.css; CSS uses renderer-safe concrete opacity mirrors guarded by PipelineLauncherTest.,theme/state pixel sampling plus generated-token and opacity-allowlist source guards,Theme/state pass 5 routes launcher stylesheet colors through generated LauncherThemeTokens values; opacity values are renderer-safe CSS mirrors constrained by LauncherThemeTokens.CSS_OPACITY_VALUES.
GVT-0270,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,561,.astra-section-subtitle,-fx-line-spacing,2,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
GVT-0271,margins-padding-gaps-spacing,css-spacing-insets,src/main/resources/qupath/ext/astra/launcher.css,565,.astra-card-dashboard,-fx-padding,2 6 2 6,renderer-safe generated concrete CSS value derived from LauncherGeometryTokens,generated-css-token,closed-generated,Keep generated concrete CSS synchronized with LauncherGeometryTokens; staleness tests must fail on drift.,Generated-token staleness test plus JavaFX preview/parser smoke and affected-surface visual review.,CSS declaration now uses renderer-safe generated concrete values because JavaFX looked-up size values are not reliable for size properties.
